SBD,Toan,Van,Ly,Hoa,Sinh,KHTN,Su,Dia,GDCD,KHXH,Anh
52011517,5.2,6.75,,,,,5.25,6.25,9,,4.2
52011518,8,5.75,7,8,2.25,,,,,,4.2
52011519,2.6,6,,,,,2.5,6,6.75,,4
52011520,6.6,8.5,,,,,7.25,8.25,10,,7.6
52011521,7.6,8.25,,,,,6.5,6.25,8,,9
52011522,6.4,6.75,5.5,2.5,3.25,,,,,,6.8
52011523,6.8,5.75,,,,,4.5,5.75,9.25,,4.4
52011524,5.6,5,,,,,2.5,7,7.25,,4.4
52011525,8.2,6,7.25,8.75,5.25,,,,,,7.6
52011526,7.6,6.5,6.5,8,4.75,,,,,,6.4
52011527,6,5.5,5.25,6,3.25,,,,,,3.8
52011530,8.4,6.5,7.5,7.75,6,,,,,,5.4
52011531,8.6,5.5,7.5,4.75,5.5,,,,,,8.6
52011532,8,5.25,7.5,3.5,5,,,,,,9.8
52011533,7.8,7.75,,,,,4.5,6.5,8.25,,8.6
52011536,7.6,7.25,6.75,7.25,6.5,,,,,,7.6
52011537,8.6,7,8.25,7.75,5,,,,,,6.2
52011539,5,4.5,2.25,4.25,4,,,,,,2.8
52011540,5.2,7.5,5.5,3,5.25,,,,,,4.8
52011542,9.2,6,8.5,8.5,4.75,,,,,,8
52011543,6,6.25,,,,,6,7.75,7.75,,4.6
52011544,7.8,6.25,6.5,8.5,7.75,,,,,,8.4
52011545,7.4,6.25,6.5,6.25,4.75,,,,,,5.8
52011547,6.2,5.25,,,,,6.25,7.25,9.25,,6
52011549,2.8,5.25,2.75,2.25,3.75,,,,,,3
52011552,7.2,4,6.5,5.25,3,,,,,,7
52011554,7.4,6,7.75,7.5,4.25,,,,,,5.4
52011555,7.6,7,7.5,6,4,,,,,,8.4
52011556,6.6,7.75,,,,,4.75,7.75,8.25,,8.6
52011561,6.4,7.75,4.25,6.5,5,,,,,,4.2
52011562,8.2,6,4,8.25,8,,,,,,9.2
52011563,8.2,5.25,5.5,9,8.75,,,,,,7.2
52011564,6.4,8,,,,,5.25,7,6.75,,7.2
52011565,7.8,5.75,6.75,6.5,4.75,,,,,,5.4
52011566,6.2,6.75,,,,,3.75,6.25,8.75,,8.8
52011567,4,6,,,,,5,5.75,8.25,,4.6
52011568,3.6,5.5,3.75,2,3.25,,,,,,2.2
52011569,9.2,4.25,8,4,5.25,,,,,,9.4
52011570,5,5.75,,,,,6.5,7.5,8.75,,5.4
52011572,8.2,6.5,7.25,4.5,2.75,,,,,,5.4
52011574,6,7.75,,,,,9.5,8.25,8.5,,8.8
52011575,8,7.5,7,6.75,5.75,,,,,,8.8
52011576,7,5.75,4.25,7.5,4,,,,,,5.2
52011577,8,5.75,6.75,4,5,,,,,,8.8
52011578,5.4,5.25,2.75,4,3.25,,,,,,7.6
52011579,8.6,6.5,9.25,6.25,6.25,,,,,,9.4
52011580,5.4,8.25,5,5.5,3.5,,,,,,5.4
52011582,7.8,6.25,7.25,7.5,4.75,,,,,,5.6
52011583,8.8,6,7.5,6,4.5,,,,,,9
52011584,8.4,7.25,8.75,8.5,4,,,,,,8.4
52011585,2.6,5.75,,,,,5.5,6.75,9.25,,3.4
52011586,7.8,5.25,7.5,5.5,4,,,,,,3.8
52011587,4.4,4,1.75,1.75,1.75,,,,,,2.4
52011588,6,5.75,,,,,6.75,8,8.75,,8.2
52011589,9,7.75,4.25,8,4.5,,,,,,9.2
52011590,8,6.25,6.75,5.75,5.75,,,,,,8.6
52011591,7.4,8.5,,,,,4,6.75,8.25,,4.8
52011594,9,4.75,5,8.5,8.25,,,,,,5.2
52011595,7.8,6.5,7.5,7,4.5,,,,,,6.8
52011596,3.8,6.75,,,,,3.5,5.75,7.5,,4.8
52011598,7.6,6.75,7.25,5.25,4,,,,,,8.8
52011599,7.2,6.75,7,7.25,6,,,,,,6.6
52011600,8,7,6.75,8.25,5.5,,,,,,9.4
52011601,8.2,7.75,,,,,6,7.75,7.75,,9
52011602,6.8,7.75,,,,,1.25,7.25,8.5,,8.6
52011603,7.8,7.75,,,,,5.75,6.5,7.25,,9.2
52011604,7,8,,,,,4.25,7.75,8.25,,9
52011606,9.4,7.5,7.25,6.75,5.5,,,,,,9.8
52011607,7.8,7,7,7.75,6.5,,,,,,8
52011609,8,7.75,3.5,7.75,8,,,,,,6
52011611,8,5.5,8.75,4.25,4,,,,,,8.6
52011612,6.8,6.5,3.75,4,3.25,,,,,,5.6
52011613,9,6.75,6.75,7.25,5,,,,,,7.2
52011614,5.8,6,3.75,5.25,4.75,,,,,,3.2
52011615,4.8,6.25,,,,,5.75,7,8.25,,5.6
52011616,9,6.25,4.75,7.75,8,,,,,,7.6
52011617,7.8,5.5,5.75,7,5,,,,,,4.8
52011622,7,6,,,,,5,7.25,9,,4.6
52011624,8.4,6.75,6.5,5,4,,,,,,9.2
52011625,4.6,5.25,,,,,3.5,3,6.5,,6.4
52011626,8.6,7.75,8.5,8.25,7,,,,,,8
52011627,4.6,5.25,,,,,5,6.25,8,,6
52011629,7.2,6.75,6.75,8,6.25,,,,,,7.2
52011630,7.8,6,5.75,8.25,4.75,,,,,,8.6
52011631,5.2,5.75,,,,,6.25,7.5,8,,8.2
52011634,7.2,4.75,7,5.75,5.75,,,,,,8.4
52011635,6.2,5.5,4,6,3.75,,,,,,3.8
52011636,5.2,4.25,,,,,4.75,5.75,6.75,,3.4
52011638,7.4,7.25,5.25,7,4.5,,,,,,8.8
52011639,9.4,7,7.75,7.25,4.5,,,,,,5.8
52011641,8.2,7,,,,,6.25,7.25,7.25,,7.4
52011642,3.8,6.25,4,3.25,3,,,,,,6.4
52011643,4.4,5,,,,,3.75,5.5,6.75,,4.4
52011644,4.8,7.5,,,,,4.25,7.5,9,,5.2
52011645,6.2,6.25,3.75,5,4.25,,,,,,6
52011647,7.6,7.25,6,7,5.75,,,,,,8
52011650,5,5.5,2.5,4,4.5,,,,,,4
52011651,8,5.25,3.25,7.75,7.5,,,,,,7.8
52011652,8.8,6,9,7.75,5.5,,,,,,9
52011655,7.6,5,4.5,7.25,5,,,,,,4.2
52011656,8.4,5,6.25,5.75,5.75,,,,,,8.6
52011657,8.2,8.5,6.5,8.75,5.75,,,,,,8.2
52011658,8,7,6,6.25,4.25,,,,,,4.8
52011659,8.6,7,8.25,8.25,4.25,,,,,,7.8
52011665,6.2,7,3.25,2.25,3,,,,,,5
52011666,8.8,6.25,7,8.5,3.75,,,,,,8.4
52011667,7.4,6.25,7.25,7.75,6.75,,,,,,5.8
52011668,6.2,6,,,,,5.75,7.75,8.75,,6.4
52011669,8.8,6.25,8.25,7.5,5,,,,,,7.4
52011670,7.4,7,4.25,7.5,7,,,,,,8
52011671,9,8.25,7.75,5.75,6.75,,,,,,9.4
52011672,8.6,5,8,3.5,4.75,,,,,,9.4
52011673,6.2,6.5,,,,,6.75,7.25,9.75,,5.2
52011674,6.2,6.75,4,5,3.75,,,,,,7
52011676,9.2,6.75,8.5,6.25,4.5,,,,,,9.6
52011678,8.4,6.25,7.5,6.75,4,,,,,,9.4
52011679,7.6,6.5,,,,,5,7.25,9,,8.4
52011682,5.4,6.75,,,,,6.25,7.25,9.5,,4.2
52011684,8.8,5.75,7.5,2.25,3.5,,,,,,9.2
52011685,6,2.75,,,,,3.75,5.25,7.25,,4.8
52011687,4.2,6,2.75,4,5.25,,,,,,4.2
52011688,7.4,6.5,6.5,5.5,5.25,,,,,,9.4
52011689,7.8,3.5,7.5,6,4.5,,,,,,9
52011690,8.6,6.5,6.25,6,4.75,,,,,,9.2
52011691,6.2,6.5,,,,,5.75,7.5,9,,7.4
52011692,7.4,6.25,,,,,3.75,8,8,,6.6
52011693,6.2,4.25,,,,,4.75,7,7,,5
52011694,8.6,6.75,7,5.25,4.5,,,,,,9.4
52011696,6,3.25,3.5,2.5,4.75,,,,,,4.4
52011698,8.6,7,7.5,7.5,5.5,,,,,,7.6
52011699,5,5.5,,,,,5,6.5,9.25,,7.6
52011700,7,7.25,,,,,8.25,8.5,9.25,,7.2
52011707,8,6.75,6.75,6.25,5,,,,,,8
52011708,8.2,6.75,7.75,7.25,4.75,,,,,,8.4
52011710,7,5.75,5.25,7,6,,,,,,5.4
52011711,9.2,4.75,4.5,8.75,8.5,,,,,,9.4
52011712,6,2.25,,,,,3,5.5,6.25,,3.4
52011716,7,5.25,3.5,5.5,3.75,,,,,,4.6
52011717,6.6,7.25,,,,,3,6,7.75,,5
52011718,4.4,3.5,,,,,3.5,6.5,8,,4.6
52011719,8.6,6.5,8.75,8.25,4.5,,,,,,8.2
52011720,3.6,5,3,2.75,3.25,,,,,,2.6
52011722,6.4,7.25,,,,,4.25,7,6.5,,4
52011723,7.8,8,,,,,6.5,8,9.75,,7.2
52011724,8.2,7.5,8,6,4.75,,,,,,9.4
52011725,7.4,5.75,6,3.25,4,,,,,,7
52011726,6.2,5.5,,,,,4.25,7.25,7.25,,4.8
52011727,7.6,6.25,3.5,6,3.75,,,,,,4.4
52011728,5,5.5,3.75,3.25,3.75,,,,,,3.8
52011729,8.2,6.75,8.75,7.75,6.5,,,,,,9
52011730,8.2,7,6.25,5.75,4.5,,,,,,9.4
52011731,6.4,6.25,6,6,4,,,,,,5.6
52011732,6.4,8.25,,,,,5.75,8,9.5,,6.2
52011733,8,7.25,7.25,8,5.5,,,,,,5.2
52011735,8,6.25,7.75,7.25,6,,,,,,6.2
52011736,8,5.75,7.5,5.25,4.75,,,,,,9.2
52011737,5.8,3.5,4.75,5.5,3,,,,,,4.6
52011739,7.4,6.5,6,3.5,4.5,,,,,,7
52011740,6,7,6.75,5.75,4.25,,,,,,6.2
52011742,5.2,8,,,,,4.75,7.25,10,,4.6
52011743,4.6,6.75,,,,,4.25,5,7.25,,3.8
52011744,8.4,7.25,5.75,5.5,4.25,,,,,,9.4
52011745,7.8,7.25,4.75,9,8,,,,,,4.8
52011746,6.2,5.75,5.5,5.25,3.25,,,,,,3.2
52011747,6.6,6.5,,,,,8.25,8,9,,9.6
52011750,8.2,6,4.5,7,5,,,,,,3.6
52011751,8,4.75,6.75,5,4.75,,,,,,3.2
52011754,8,7.5,,,,,5.75,7,9.25,,9
52011755,4.4,5.75,4,3.75,4,,,,,,2.2
52011756,8.4,5,7,8,7.5,,,,,,9.8
52011757,4.8,4.5,4.5,4.25,5,,,,,,5.8
52011758,5.4,7,,,,,5.75,6.5,7,,3
52011760,3.6,5.75,,,,,3.75,5.5,6.5,,4
52011761,6,6.25,,,,,6,7.25,9,,6.4
52011764,6.8,7.25,6.25,7,3.5,,,,,,6
52011765,7,8.5,,,,,6,7.75,8.5,,7.8
52011768,6.2,6.75,,,,,4.75,8,9.25,,6.8
52011771,5.4,5.5,3.5,5,3.25,,,,,,4.2
52011772,7.6,6.5,6.75,4.75,4.5,,,,,,9.2
52011773,8.6,6.5,6.75,4.75,5.25,,,,,,7.8
52011775,8,8.5,,,,,6,7.75,9.5,,10
52011776,6.6,7,5.75,6.5,4.75,,,,,,7.4
52011777,4.8,6.5,,,,,3.75,6,8,,3.8
52011778,3.8,5,,,,,2.75,5.75,7.75,,3.8
52011780,8.8,8.75,,,,,4.5,7,9.25,,9.6
52011782,6.6,6.5,4.75,5,4.25,,,,,,5.2
52011783,3.4,5.73,,,,,2.75,6,7.75,,4.2
52011784,8.6,5.75,7.75,6,5.5,,,,,,7
52011785,7.8,6.5,7.25,7.25,4.75,,,,,,8.2
52011787,7.4,6.75,6.25,7.5,5.75,,,,,,4.6
52011788,5,6.75,,,,,5.25,6.25,8,,4.4
52011790,5.8,6.75,3.5,5,4.75,,,,,,3.6
52011792,7.6,6.25,5.75,6,7,,,,,,9
52011793,4.4,7,4.25,5.25,4.75,,,,,,6.4
52011795,8,8.25,,,,,6,8.25,9,,9.2
52011796,8,5.75,7.25,7.75,3.5,,,,,,6.6
52011797,7.6,8.25,5,4.75,4.25,,,,,,9.4
52011798,8.6,6,6.75,6.5,4.25,,,,,,4.2
52011800,8.6,7.5,7.25,7.5,4.75,,,,,,8.6
52011802,8.2,8,,,,,2.25,7.75,6,,7
52011804,7.4,8,,,,,7.25,8,9.75,,7.6
52011805,3.6,6.25,,,,,3.5,6,7.25,,3.4
52011806,8.4,7.75,7.75,5.5,5.25,,,,,,9.2
52011807,6.8,7.5,,,,,4,7.25,8.75,,5.8
52011808,8,3.75,7.25,8.25,4.75,,,,,,7.6
52011809,8.4,7.25,7.5,8,5.25,,,,,,9
52011810,4.8,6.75,4.75,3.75,3.5,,,,,,3.4
52011811,8.4,6.25,8.25,9,6.25,,,,,,7.4
52011813,6.6,5,5.25,5.5,5,,,,,,5.4
52011814,8.2,5.75,6.5,7.5,5.25,,,,,,7.8
52011815,8,6.75,5.75,7,3.5,,,,,,5.6
52011816,7.8,8.5,,,,,3.25,6.75,8,,8
52011817,7.4,4.5,7.25,8,6.75,,,,,,5.6
52011818,7,7,,,,,4.25,6.75,9.5,,5
52011819,7.4,6,6.75,5.5,5.75,,,,,,5.2
52011820,6.6,6.25,,,,,3.5,7.25,7.75,,3.6
52011821,8,5.5,6,4.5,3.75,,,,,,8.6
52011822,6,7.75,5.25,4.25,5.5,,,,,,7.2
52011823,8,6.25,7,7.5,5.75,,,,,,8
52011824,5.4,6.5,,,,,7.5,7.75,9.25,,5.8
52011825,5.8,7,4.75,6.75,3.25,,,,,,4.8
52011826,6.8,6.75,5.75,6,6,,,,,,7.2
52011827,7.4,6.75,7,6.5,3.5,,,,,,4
52011828,4.8,7,2.5,4.25,4,,,,,,5.2
52011829,8.2,8.75,5.25,5,5,,,,,,8.8
52011831,8.8,7,7.5,8.5,4.75,,,,,,9.4
52011832,8.8,7.25,,,,,4.75,6,8,,8.4
52011833,6,6.75,3.75,4.75,3.5,,,,,,5.2
52011834,8.2,7.75,,,,,6.25,8.5,9.5,,8.8
52011835,8.2,7.5,7.25,6.75,2.75,,,,,,9.4
52011837,8.8,5.5,7.5,8.25,3.75,,,,,,7.6
52011838,8.8,6,7.25,6.25,3.25,,,,,,9.2
52011840,7.6,8.75,,,,,5.75,8,8.5,,10
52011841,7.4,8.25,,,,,4.75,8,9.5,,7.8
52011842,8,7.25,,,,,6.25,8,8.75,,9.2
52011843,5.8,6.75,4.75,6,5.25,,,,,,6.8
52011844,8,6.25,8.75,9,3.75,,,,,,6.6
52011845,7.4,6.75,,,,,4.75,8.75,8.5,,8.4
52011847,6.2,3.5,5.25,5.75,3,,,,,,7.2
52011848,6.8,7,,,,,6.5,7.75,9.5,,6.6
52011849,6.4,6,,,,,7,6.75,7.75,,5.8
52011850,6.8,5.5,7.5,5.5,6,,,,,,7.6
52011851,8.2,7.75,,,,,5,8.25,9.25,,8.8
52011853,4,5.75,3.75,2,4,,,,,,4.4
52011854,7.4,4.75,6,6,3.75,,,,,,5.6
52011856,5.8,5,6.25,4,5.75,,,,,,9.6
52011857,7.6,6,6.75,3.25,3.5,,,,,,8.2
52011858,7.4,6.25,6.5,6,5.25,,,,,,7.4
52011860,8.4,6.75,8,7.75,5.25,,,,,,7.6
52011862,8.4,6.75,7.75,8,4.25,,,,,,7.4
52011863,8,4.25,6.5,7,3.5,,,,,,9.2
52011864,7.8,6,6.25,4.25,3.25,,,,,,9.6
52011865,6.4,5.25,4.25,4,2.5,,,,,,4
52011866,8,6,7.5,8.25,2.25,,,,,,5
52011867,6.8,5.75,5.5,7.25,5.25,,,,,,5.8
52011868,7.2,7.25,5.5,8,6.5,,,,,,6.8
52011869,5.6,7.25,,,,,4.75,6.5,8.5,,3.8
52011871,6,5.75,2.5,2.75,3.75,,,,,,8.4
52011873,5.2,5.5,4.25,4.5,3.75,,,,,,6.6
52011874,8.8,6.5,8,4.75,5,,,,,,10
52011875,3.6,5.5,,,,,4,6.75,8,,6.6
52011876,8.6,8,,,,,4.5,8.5,9.25,,
52011878,4.4,6.5,3.25,4,5.5,,,,,,2.6
52011879,7.4,6.75,7,6.25,5.75,,,,,,8.8
52011880,8.6,5.75,8.5,8.5,5.75,,,,,,8
52011881,6.8,4.5,5.75,4.75,3.75,,,,,,4.4
52011882,7.8,5,3.75,5.5,4.75,,,,,,5.6
52011884,6.6,5.25,4.25,2.75,5.25,,,,,,3.2
52011888,6,6.75,,,,,2.5,6.25,6.25,,6
52011889,7.6,7.25,,,,,8.25,9,10,,9
52011891,5.8,5.25,,,,,4.5,7,7.25,,3.4
52011892,5.4,4.25,4.75,4,4.75,,,,,,3.6
52011893,5,7.75,4,4,4,,,,,,4
52011894,8.2,7.5,7.5,6,5.25,,,,,,9.6
52011899,5,6,,,,,3,5.5,5.75,,7.6
52011900,4.6,5,,,,,4.25,7.5,9,,5.4
52011902,8.6,7,8,6.5,4.25,,,,,,8.2
52011903,5.6,5.5,3.5,6.25,5.75,,,,,,5
52011905,4,5.5,,,,,2.5,6.75,5.75,,4.2
52011906,9.2,6.5,8,8,4.75,,,,,,8.8
52011907,8,6,6.25,4.5,5,,,,,,4.6
52011910,7.2,5,,,,,5.5,7.25,8.5,,4.6
52011912,8.8,5,7,8.5,3.25,,,,,,3.2
52011914,7,5.75,6.75,5.25,3,,,,,,3.8
52011918,5.6,5.5,4.5,4.5,3.25,,,,,,4.8
52011919,5.8,3.5,4.75,3.5,5.25,,,,,,9.6
52011920,7.2,6.25,7.25,8.25,4,,,,,,7.8
52011923,8.2,6.75,7,4.75,6.25,,,,,,8.2
52011925,8.2,7.75,6.5,7.75,3.75,,,,,,6.4
52011927,8.2,6.5,7.25,4.5,5.25,,,,,,8.8
52011928,8.2,7.5,8,4,4.5,,,,,,9
52011930,7.4,7,7.25,8,4.75,,,,,,6
52011931,5.2,5.5,,,,,2.25,7.75,8.25,,5.8
52011932,6,6.25,5.25,5.75,3.75,,,,,,4.6
52011933,8,6.25,7.75,5,5.25,,,,,,8.4
52011934,9,6.25,8.25,8,6.25,,,,,,9.2
52011935,4.2,6.5,,,,,2,4.75,6.75,,2.8
52011936,7.6,6.25,6.5,8.25,5.25,,,,,,5.6
52011937,5,7.5,,,,,3.75,6.25,8.25,,6.4
52011938,8,6.5,7,7.75,5.75,,,,,,9
52011939,8.6,6,8.25,5,3.25,,,,,,9.4
52011940,4.4,3.5,,,,,4.25,5,7.25,,9.4
52011942,5.8,5.75,4.75,6.75,6.25,,,,,,2.8
52011944,6,6.5,,,,,4,7,8.5,,6
52011945,8.4,3.25,7.75,7.75,7,,,,,,8.4
52011946,6.2,7,,,,,3.5,5.25,7,,3
52011947,6.6,5.5,4.5,3,4.5,,,,,,4.4
52011948,5.8,5.25,4.5,5,3.25,,,,,,3.2
52011949,8.4,5.75,8.5,8,4.5,,,,,,7.2
52011952,7.2,6,5,6,5.25,,,,,,5
52011953,5,5.25,,,,,3.25,6,7,,4
52011954,8.8,6,8,7.75,4,,,,,,8.6
52011956,8.4,8,,,,,6,7.75,8.25,,9.6
52011957,7,5,5.5,7.25,6.5,,,,,,4.8
52011958,7.8,6.9,,,,,6,7.75,9.5,,9.4
52011961,7.4,4.25,3.75,7.25,3,,,,,,5.4
52011963,7.6,6.25,6.75,7,5,,,,,,5
52011964,8,6.75,7.75,8,5.5,,,,,,7.2
52011965,5.2,6.75,4,5.25,3.5,,,,,,4.6
52011966,3.6,7.5,,,,,4.25,7.25,7.25,,5.4
52011967,8.4,6.5,7.25,8,5,,,,,,7
52011968,7.8,5.5,8.5,4.5,4.5,,,,,,9.2
52011969,4,5.75,,,,,4,5.25,8.5,,7
52011970,7.2,6.75,,,,,4.5,6.75,8.25,,9.4
52011971,6.4,6.75,4.75,4.5,4,,,,,,4.2
52011972,4.8,4.75,3.75,4.25,4,,,,,,5
52011975,7.6,6.25,6.5,6.5,4.25,,,,,,7.4
52011976,8.4,4.5,7.5,7.75,5,,,,,,7.8
52011978,4.4,4,,,,,4,5.5,7.25,,2.8
52011979,6.2,6.75,7,6.5,5.75,,,,,,5.4
52011980,8.2,7.75,,,,,4.75,7.5,8.75,,6.8
52011981,4.6,6.5,4.5,5.75,4.25,,,,,,6.6
52011983,6,5.5,,,,,,,,,
52011984,8,6.75,6.25,4.75,4,,,,,,7.8
52011985,7.6,7.75,,,,,5.5,7.75,8.75,,8.2
52011987,6.4,7,5.75,5.75,5,,,,,,5.6
52011988,6.8,6.5,,,,,3.75,7.5,7.75,,8.6
52011989,6.6,6,4.5,4.5,5,,,,,,5
52011990,8.8,6.25,5.5,7,7.5,,,,,,8.6
52011991,6.8,7.5,,,,,9,8.25,7.75,,7.4
52011993,6.2,7,,,,,6,6.75,9,,7.2
52011995,8.8,5,7,7.25,5.25,,,,,,8
52011996,6,7.5,4,6.5,3,,,,,,5.2
52011997,4.2,5.5,,,,,4.25,5.75,7.5,,5.4
52011998,8,7.5,8,6.5,4.25,,,,,,8.2
52011999,6.2,5.5,6,5,2.75,,,,,,3.8
52012000,8,6.25,8,6,5,,,,,,9.2
52012001,5.8,7.5,3.5,7,4,,,,,,7
52012002,6.6,6.25,3.5,4.5,4.25,,,,,,7.4
52012003,6.8,7.75,5.5,6.25,5,,,,,,8.2
52012004,7.2,7.75,6.25,7,5,,,,,,6.6
52012005,8.4,8,7.5,6.25,6.25,,,,,,9.8
52012008,7.8,6.5,5.5,4.75,4.75,,,,,,8.4
52012009,7,6.25,6.25,6.25,6.25,,,,,,5.2
52012010,5.4,8.5,,,,,9.25,9.5,9.5,,8.4
52012011,5.4,6.75,,,,,7,7,8,,5.4
52012012,7.6,7.75,7,8.5,7.25,,,,,,8.2
52012015,5.4,7.5,3.75,5.75,4,,,,,,4.8
52012017,8.4,8.5,,,,,5,7.25,7.75,,8.8
52012018,6.6,7.25,4.25,5.25,4.5,,,,,,5.4
52012019,7.6,8.25,,,,,4.5,6.75,8.25,,8
52012020,8.2,7,6.75,8.5,5,,,,,,8
52012021,7,6.75,,,,,3.5,7.75,8.25,,3.8
52012022,8.6,6.5,8,7.5,4.5,,,,,,8.6
52012023,7.6,7.25,6.75,7.5,4.5,,,,,,3.4
52012024,7,3.75,6,5.5,4.25,,,,,,4.2
52012025,4.6,5.5,,,,,2.25,5.25,6.5,,3
52012026,5,6.75,2.75,4.75,3.75,,,,,,4.6
52012027,4.4,4.75,,,,,6.25,7.75,8.25,,6.8
52012028,7.8,6.25,7.75,6.25,6,,,,,,4.6
52012029,8.2,6,5.5,8.5,7.25,,,,,,6.6
52012030,5.6,4.25,3.75,5.75,5.25,,,,,,5.2
52012031,7.8,5.75,8.5,8,6,,,,,,8.4
52012032,7.8,5,7,5.5,5.75,,,,,,9
52012033,8.8,6.25,8.5,8,5.5,,,,,,10
52012034,7.4,6.25,4.75,6.5,3.25,,,,,,4.6
52012035,7,6.5,8.25,7.5,4.25,,,,,,8
52012036,7,7.5,,,,,5.25,7.25,7.75,,8.2
52012037,8.2,5.5,8,5.5,5.25,,,,,,7.2
52012039,8,3.75,5.75,3,3.25,,,,,,8.6
52012041,7.8,6,,,,,5,8,9.25,,5
52012042,4.8,3.5,,,,,3,5,7.5,,3.8
52012044,7.4,6.5,,,,,4.75,6.5,8.5,,3.8
52012045,4.2,6.75,,,,,2.75,6.25,9,,3.6
52012048,7.8,7,6,8.25,7.25,,,,,,9.2
52012049,8.2,7.75,8,8.25,6.75,,,,,,9.2
52012050,6,7,5.75,7,6,,,,,,4.6
52012051,7.2,6.5,3.75,6,3.25,,,,,,5.4
52012052,6.8,6.25,,,,,6.5,7,8,,5.6
52012053,7.8,8,,,,,5,7.75,8,,9.2
52012054,6,7,,,,,3.5,5.5,8.5,,4.6
52012055,4.6,6.5,3.5,2.5,2.75,,,,,,3.6
52012056,3.8,6.5,,,,,6.75,5.75,6,,8.2
52012057,5.8,5.5,,,,,6.5,8.25,9.25,,4
52012058,7.6,6.25,7.5,4.75,4.25,,,,,,9.8
52012059,8,7,7.5,8.25,4.25,,,,,,6.4
52012060,8.6,6.25,7.75,5.25,6.25,,,,,,9
52012064,7.4,6.75,4.5,6,3.75,,,,,,5.2
52012065,7,7.5,,,,,5.75,6.5,9.25,,6.6
52012066,8.6,5.75,7,7,4.25,,,,,,5.8
52012068,8.8,5.75,7.5,8.75,4.25,,,,,,8.2
52012069,7.6,6,4,4.25,5.5,,,,,,3.4
52012070,4.6,6.5,,,,,4,6.25,5.5,,5.4
52012072,5.4,6.75,,,,,8.25,8.5,8.25,,5.4
52012073,8.8,5.75,8.25,8.25,3.5,,,,,,8.8
52012074,5.2,7,5,5.5,5,,,,,,5.2
52012075,7,7.25,3.25,7,4.25,,,,,,7.8
52012076,7.2,8,,,,,7.5,6.5,7.25,,9.2
52012077,8.2,6.75,7.25,7,3.75,,,,,,
52012079,6.6,7.75,4.25,4,4.75,,,,,,6.6
52012081,8,6.5,6.75,6.25,5,,,,,,5.4
52012085,6.4,6.75,3.5,5.75,4.25,,,,,,8.4
52012086,8.2,5.5,6,7.25,4,,,,,,4
52012088,8.6,7,8.5,6.75,6.25,,,,,,9.6
52012089,8.4,8,3.25,6.75,3.5,,,,,,9.4
52012090,8.8,7.75,5,7.75,6.75,,,,,,9
52012091,7.6,7.25,5.5,5.75,4.25,,,,,,6.4
52012092,6.6,7.75,5,5.75,5.25,,,,,,9.2
52012093,5.8,5.75,3,4,3.5,,,,,,4.2
52012094,9,6.25,8,5.75,5.5,,,,,,9.4
52012095,9,6.75,6.5,8,9,,,,,,9.2
52012096,5.8,6.75,4.25,4.25,4.75,,,,,,6.6
52012097,4.2,5.75,,,,,2.75,6.75,7.25,,4
52012098,7.6,7.5,4.5,7,6.25,,,,,,4.4
52012099,3.6,3.75,,,,,3.5,6,,,
52012100,5.4,7,6.25,6.5,5.25,,,,,,9.4
52012101,6.6,6.25,,,,,3.75,7.75,10,,6.2
52012102,8.2,5.5,8,7.25,4,,,,,,4.8
52012103,8,7,7.5,7.75,7.25,,,,,,7
52012104,7,8,5.25,6.5,4.75,,,,,,8.6
52012105,6.4,3.75,,,,,3,6.75,9.25,,7.2
52012106,7.4,7.25,6.5,5.25,5.5,,,,,,6.2
52012107,5.6,5.25,,,,,4.75,5,7.25,,1.6
52012108,6.8,6.25,7.25,8.5,7.25,,,,,,6
52012109,5.8,5.5,,,,,3.75,5.75,8.5,,3.6
52012110,7,6.25,4.5,5.5,6.25,,,,,,2.6
52012111,7.4,7,7,6.25,4,,,,,,5.2
52012113,6.8,7,4.75,6,5.75,,,,,,4.8
52012114,6.6,7,,,,,7.25,8.75,9,,5.6
52012115,8.6,6,8.25,6.75,5.5,,,,,,9
52012116,6.6,5,,,,,4.5,7.75,,,
52012117,7.2,4.25,5.25,5,5.25,,,,,,5.2
52012118,5.8,5.25,,,,,3.5,7.5,8.5,,5
52012119,7,3.75,4.5,5.5,4,,,,,,7.4
52012120,2.6,3.25,,,,,3.25,5.75,,,
52012121,7,5,4.5,5.5,4.25,,,,,,4
52012122,3.8,3.75,,,,,3.75,6.75,,,
52012123,7,3.5,,,,,2.5,5.5,,,
52012124,7.6,6.25,6,5,6,,,,,,4
52012125,5.4,3.5,,,,,3.25,7,8.25,,3.4
52012126,5,4,4,4.75,6.75,,,,,,4.8
52012127,7,7,,,,,5.5,6.25,9,,6.2
52012128,7.6,4.75,6.75,5.25,5.5,,,,,,3
52012129,7.2,6.5,,,,,8.25,7.75,,,
52012130,7.8,4.25,6,7,5.25,,,,,,4.2
52012131,6,5,6,4,4.5,,,,,,3.2
52012132,7.8,7.25,6.5,8.25,4.5,,,,,,6
52012133,5.2,4,,,,,4.75,6.5,,,
52012134,6,7,5.75,5.5,6,,,,,,5.8
52012135,3.8,1.5,,,,,2.5,4.5,,,
52012136,6.4,4.5,4.25,5.25,2.75,,,,,,2.6
52012137,7,6.5,,,,,3,7.25,9,,6
52012138,6.4,5,,,,,5.75,7,9.25,,4.2
52012139,4.6,4.25,,,,,4.25,5.25,,,
